entity_id,name,link,scraped_at,job_levels,job_levels_raw,languages,languages_raw,duration,duration_raw,status,remote,adaptive,description,keys
4211,Microsoft Word 365 - Essentials (New),https://www.shl.com/products/product-catalog/view/microsoft-word-365-essentials-new/,2026-05-08T11:08:22.977920+00:00,['Entry-Level'],"Entry-Level,",['English (USA)'],"English (USA),",25 minutes,Approximate Completion Time in minutes = 25,ok,yes,no,"The Microsoft Word 365 - Essentials simulation evaluates ability to perform certain operations in a simulated environment of Microsoft Word, and includes the following topics: Applying Illustrations and Graphics, Applying Page Layout, Creating Content, Creating, Printing, and Saving Documents, Formatting Content, Proofreading Documents and Reviewing, Maintaining, and Securing Documents.","['Knowledge & Skills', 'Simulations']"
4210,Microsoft Word 365 (New),https://www.shl.com/products/product-catalog/view/microsoft-word-365-new/,2026-05-08T11:08:31.603871+00:00,['Entry-Level'],"Entry-Level,",['English (USA)'],"English (USA),",35 minutes,Approximate Completion Time in minutes = 35,ok,yes,no,"The Microsoft Word 365 simulation evaluates ability to perform certain operations in a simulated environment of Microsoft Word, and includes the following topics: Applying Illustrations and Graphics, Applying Page Layout, Creating Content, Creating, Printing, and Saving Documents, Formatting Content, Proofreading Documents and Reviewing, Maintaining, and Securing Documents.","['Simulations', 'Knowledge & Skills']"
4047,Mineral Engineering (New),https://www.shl.com/products/product-catalog/view/mineral-engineering-new/,2026-05-08T11:24:46.930410+00:00,"['Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,",['English (USA)'],"English (USA),",12 minutes,Approximate Completion Time in minutes = 12,ok,yes,no,"Multi-choice test that measures the knowledge of comminution and classification, physical separation process, particle technology, metallurgical thermodynamics, mineralogy, petrology and stratigraphy.",['Knowledge & Skills']
4093,Mining Engineering (New),https://www.shl.com/products/product-catalog/view/mining-engineering-new/,2026-05-08T11:08:37.283468+00:00,"['Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,",['English (USA)'],"English (USA),",16 minutes,Approximate Completion Time in minutes = 16,ok,yes,no,"Multi-choice test that measures the knowledge of mining methods, mineral processing, mining machinery, mineralogy, petrology and stratigraphy.",['Knowledge & Skills']
4174,Mobility (New),https://www.shl.com/products/product-catalog/view/mobility-new/,2026-05-08T10:55:26.866140+00:00,"['Mid-Professional', 'Professional Individual Contributor']","Mid-Professional, Professional Individual Contributor,",['English (USA)'],"English (USA),",9 minutes,Approximate Completion Time in minutes = 9,ok,yes,no,Multi-choice test that measures the knowledge on topics related to mobility and mobile computing.,['Knowledge & Skills']
4096,Molecular Biology (New),https://www.shl.com/products/product-catalog/view/molecular-biology-new/,2026-05-08T10:55:33.855929+00:00,"['Graduate', 'Mid-Professional', 'Professional Individual Contributor']","Graduate, Mid-Professional, Professional Individual Contributor,",['English (USA)'],"English (USA),",6 minutes,Approximate Completion Time in minutes = 6,ok,yes,no,"Multi-choice test that measures the knowledge of molecular genetics, transgenics, rDNA technology, chromosomal genetics, transformation and related processes.",['Knowledge & Skills']
4010,MongoDB (New),https://www.shl.com/products/product-catalog/view/mongodb-new/,2026-05-08T10:55:39.756504+00:00,"['Mid-Professional', 'Professional Individual Contributor']","Mid-Professional, Professional Individual Contributor,",['English (USA)'],"English (USA),",7 minutes,Approximate Completion Time in minutes = 7,ok,yes,no,"Multi-choice test that measures the conceptual knowledge of MongoDB like sharding, replication, indexing, security and storage. It also checks the knowledge of MongoDB queries and data models.",['Knowledge & Skills']
724,Motivation Questionnaire MQM5,https://www.shl.com/products/product-catalog/view/motivation-questionnaire-mqm5/,2026-05-08T10:55:45.867959+00:00,"['Director', 'Entry-Level', 'Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']","Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","['Latin American Spanish', 'Portuguese (Brazil)', 'Latvian', 'Danish', 'Indonesian', 'Swedish', 'Turkish', 'Portuguese', 'French (Canada)', 'Japanese', 'Chinese Traditional', 'Flemish', 'French (Belgium)', 'Spanish', 'Finnish', 'French', 'German', 'Greek', 'Italian', 'Polish', 'Romanian', 'Russian', 'English International', 'English (USA)', 'Chinese Simplified', 'Dutch', 'Hungarian', 'Norwegian', 'Czech', 'Slovak', 'English (Australia)', 'Arabic', 'Korean']","Latin American Spanish, Portuguese (Brazil), Latvian, Danish, Indonesian, Swedish, Turkish, Portuguese, French (Canada), Japanese, Chinese Traditional, Flemish, French (Belgium), Spanish, Finnish, French, German, Greek, Italian, Polish, Romanian, Russian, English International, English (USA), Chinese Simplified, Dutch, Hungarian, Norwegian, Czech, Slovak, English (Australia), Arabic, Korean,",25 minutes,"Approximate Completion Time in minutes = Untimed, approx. 25",ok,yes,no,"By understanding what motivates their staff, managers can unlock each individual’s full potential and direct their energies more constructively. This questionnaire measures 18 dimensions of an individual’s motivation, and provides a comprehensive understanding of those situations which increase and reduce their motivation.",['Personality & Behavior']
1308,MQ Candidate Motivation Report,https://www.shl.com/products/product-catalog/view/mq-candidate-motivation-report/,2026-05-08T10:55:51.620194+00:00,"['Director', 'Entry-Level', 'Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']","Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","['English International', 'English (USA)', 'Chinese Simplified']","English International, English (USA), Chinese Simplified,",,,ok,yes,no,The Candidate Motivation Report is designed as a feedback report for the individual. It provides an in-depth and easy-to-understand evaluation of an individuals motivators and demotivators at work.,['Personality & Behavior']
1306,MQ Employee Motivation Report,https://www.shl.com/products/product-catalog/view/mq-employee-motivation-report/,2026-05-08T10:55:58.061124+00:00,"['Director', 'Entry-Level', 'Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']","Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","['Chinese Simplified', 'English International', 'English (USA)']","Chinese Simplified, English International, English (USA),",,,ok,yes,no,"The MQ Employee Motivation Report is ideal for use by line managers and those concerned with employee’s performance and well being, the Employee Motivation Report provides an in-depth and easy-to-understand evaluation of what motivates and de-motivates someone. It also offers a comprehensive list of tips and suggestions for managing the employee’s strongest motivators and demotivators.",['Personality & Behavior']
1309,MQ Motivation Report Pack,https://www.shl.com/products/product-catalog/view/mq-motivation-report-pack/,2026-05-08T11:08:42.647432+00:00,"['General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor', 'Director', 'Entry-Level', 'Executive', 'Front Line Manager']","General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Entry-Level, Executive, Front Line Manager,","['Chinese Simplified', 'English International', 'English (USA)']","Chinese Simplified, English International, English (USA),",,,ok,yes,no,"The MQ Report pack consists of the Profile Chart, Employee Motivation Report and the Candidate Report and is a cost effective way of ensuring that your organisation takes a comprehensive approach to understanding what motivates its employees.",['Personality & Behavior']
1048,MQ Profile,https://www.shl.com/products/product-catalog/view/mq-profile/,2026-05-08T11:08:52.185274+00:00,"['Director', 'Entry-Level', 'Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']","Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","['Flemish', 'French (Belgium)', 'Spanish', 'Danish', 'Dutch', 'Finnish', 'French (Canada)', 'French', 'German', 'Greek', 'Italian', 'Norwegian', 'Polish', 'Portuguese', 'Russian', 'Swedish', 'English International', 'English (USA)', 'Romanian', 'Indonesian', 'Turkish', 'Chinese Simplified', 'Hungarian']","Flemish, French (Belgium), Spanish, Danish, Dutch, Finnish, French (Canada), French, German, Greek, Italian, Norwegian, Polish, Portuguese, Russian, Swedish, English International, English (USA), Romanian, Indonesian, Turkish, Chinese Simplified, Hungarian,",,,ok,yes,no,"The profile chart is the Sten score graphical output of the MQ. It clearly shows the individual’s motivational drivers compared to the selected norm group as well as highlighting any unique scores.
Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example.
Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms.",['Personality & Behavior']
4015,MS Access (New),https://www.shl.com/products/product-catalog/view/ms-access-new/,2026-05-08T11:08:57.782970+00:00,"['Entry-Level', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']","Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,",['English (USA)'],"English (USA),",7 minutes,Approximate Completion Time in minutes = 7,ok,yes,no,Multi-choice test that measures the knowledge and basic understanding of MS Access programming.,['Knowledge & Skills']
3993,MS Excel (New),https://www.shl.com/products/product-catalog/view/ms-excel-new/,2026-05-08T11:09:08.398346+00:00,"['Entry-Level', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']","Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","['English (USA)', 'Spanish', 'French', 'Portuguese (Brazil)']","English (USA), Spanish, French, Portuguese (Brazil),",6 minutes,Approximate Completion Time in minutes = 6,ok,yes,no,"Multi-choice test that measures the ability to use MS Excel to maintain, organize, analyze and present numeric data.",['Knowledge & Skills']
3995,MS Office Basic Computer Literacy (New),https://www.shl.com/products/product-catalog/view/ms-office-basic-computer-literacy-new/,2026-05-08T10:56:08.827295+00:00,"['Graduate', 'Mid-Professional', 'Professional Individual Contributor']","Graduate, Mid-Professional, Professional Individual Contributor,","['English (USA)', 'Spanish', 'Portuguese (Brazil)', 'French']","English (USA), Spanish, Portuguese (Brazil), French,",7 minutes,Approximate Completion Time in minutes = 7,ok,yes,no,"Multi-choice test that measures the ability to use MS Word, MS Excel and MS PowerPoint to perform basic tasks on a computer.",['Knowledge & Skills']
4193,MS Office Basic Computer Literacy (Sim) (New),https://www.shl.com/products/product-catalog/view/ms-office-basic-computer-literacy-sim-new/,2026-05-08T11:09:14.874091+00:00,"['Entry-Level', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']","Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,",['English (USA)'],"English (USA),",5 minutes,Approximate Completion Time in minutes = 5,ok,yes,no,"Simulation based test that measures the ability to use basic computer operations, browser navigation, MS office and email.",['Simulations']
4097,MS PowerPoint (New),https://www.shl.com/products/product-catalog/view/ms-powerpoint-new/,2026-05-08T10:56:17.169753+00:00,"['Entry-Level', 'Front Line Manager', 'Graduate', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']","Entry-Level, Front Line Manager, Graduate, Mid-Professional, Professional Individual Contributor, Supervisor,","['English (USA)', 'French', 'Spanish', 'Portuguese (Brazil)']","English (USA), French, Spanish, Portuguese (Brazil),",4 minutes,Approximate Completion Time in minutes = 4,ok,yes,no,"Multi-choice test that measures the knowledge of MS PowerPoint toolbars, slide layouts, animation, slideshow, slide designs and formats.",['Knowledge & Skills']
3994,MS Word (New),https://www.shl.com/products/product-catalog/view/ms-word-new/,2026-05-08T10:56:24.677796+00:00,"['Professional Individual Contributor', 'Supervisor', 'Mid-Professional', 'Entry-Level', 'Graduate', 'Manager']","Professional Individual Contributor, Supervisor, Mid-Professional, Entry-Level, Graduate, Manager,","['Spanish', 'French', 'Portuguese (Brazil)', 'English (USA)']","Spanish, French, Portuguese (Brazil), English (USA),",4 minutes,Approximate Completion Time in minutes = 4,ok,yes,no,Multi-choice test that measures the ability to use MS Word to record and save textual information.,['Knowledge & Skills']
4098,MuleSoft Development (New),https://www.shl.com/products/product-catalog/view/mulesoft-development-new/,2026-05-08T10:56:30.212205+00:00,"['Mid-Professional', 'Professional Individual Contributor']","Mid-Professional, Professional Individual Contributor,",['English (USA)'],"English (USA),",17 minutes,Approximate Completion Time in minutes = 17,ok,yes,no,"Multi-choice test that measures the knowledge of MuleSoft basic concepts, APIs and web services, Mule flow and scope, connectors and deployment.",['Knowledge & Skills']
615,Multitasking Ability,https://www.shl.com/products/product-catalog/view/multitasking-ability/,2026-05-08T11:09:23.338614+00:00,"['Director', 'Entry-Level', 'Executive', 'Front Line Manager', 'Manager', 'Mid-Professional', 'Professional Individual Contributor']","Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,",['English (USA)'],"English (USA),",20 minutes,Approximate Completion Time in minutes = 20,ok,yes,no,"The Multitasking Ability assessment is a measure of one’s ability to adeptly work on more than one task simultaneously, while maintaining efficiency and effectiveness when interrupted or switching between tasks.  This test is a face-valid, split-screen simulation that is designed to assess multitasking ability. It captures the dynamic nature of the working environment by presenting the candidate with multiple types of items in a timed format. Candidates will be required to complete problem-solving items that are presented on one side of the screen, while at the same time attending to emails that are presented within an email inbox on the other side of the screen.","['Ability & Aptitude', 'Knowledge & Skills', 'Simulations']"
4100,Networking and Implementation (New),https://www.shl.com/products/product-catalog/view/networking-and-implementation-new/,2026-05-08T11:09:37.089605+00:00,"['Mid-Professional', 'Professional Individual Contributor']","Mid-Professional, Professional Individual Contributor,",['English (USA)'],"English (USA),",7 minutes,Approximate Completion Time in minutes = 7,ok,yes,no,"Multi-choice test that measures the knowledge of networking devices, protocols, reference models, routing and implementation of networks.",['Knowledge & Skills']
3997,Node.js (New),https://www.shl.com/products/product-catalog/view/node-js-new/,2026-05-08T11:09:43.600924+00:00,"['Mid-Professional', 'Professional Individual Contributor']","Mid-Professional, Professional Individual Contributor,",['English (USA)'],"English (USA),",9 minutes,Approximate Completion Time in minutes = 9,ok,yes,no,"Multi-choice test that measures the basic knowledge of Node.js such as events, streams, file system, error handling, concurrency, DB handling and express framework.",['Knowledge & Skills']
4041,Nursing (New),https://www.shl.com/products/product-catalog/view/nursing-new/,2026-05-08T11:09:49.374279+00:00,"['Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,",['English (USA)'],"English (USA),",11 minutes,Approximate Completion Time in minutes = 11,ok,yes,no,Multi-choice test that measures the knowledge of carrying out various nursing tasks.,['Knowledge & Skills']
720,Occupational Personality Questionnaire OPQ32r,https://www.shl.com/products/product-catalog/view/occupational-personality-questionnaire-opq32r/,2026-05-08T10:56:40.965790+00:00,"['Professional Individual Contributor', 'Supervisor', 'Mid-Professional', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Director', 'Executive']","Professional Individual Contributor, Supervisor, Mid-Professional, Front Line Manager, General Population, Graduate, Manager, Director, Executive,","['English International', 'French (Canada)', 'Portuguese', 'Chinese Simplified', 'Chinese Traditional', 'French (Belgium)', 'French', 'Polish', 'Slovak', 'Czech', 'Danish', 'Flemish', 'Dutch', 'Estonian', 'Finnish', 'German', 'Greek', 'Hungarian', 'Icelandic', 'Indonesian', 'Italian', 'Japanese', 'Korean', 'Latvian', 'Lithuanian', 'Norwegian', 'English (USA)', 'Arabic', 'Portuguese (Brazil)', 'Spanish', 'Latin American Spanish', 'Romanian', 'Russian', 'Serbian', 'Swedish', 'Thai', 'Turkish', 'Malay', 'Vietnamese']","English International, French (Canada), Portuguese, Chinese Simplified, Chinese Traditional, French (Belgium), French, Polish, Slovak, Czech, Danish, Flemish, Dutch, Estonian, Finnish, German, Greek, Hungarian, Icelandic, Indonesian, Italian, Japanese, Korean, Latvian, Lithuanian, Norwegian, English (USA), Arabic, Portuguese (Brazil), Spanish, Latin American Spanish, Romanian, Russian, Serbian, Swedish, Thai, Turkish, Malay, Vietnamese,",25 minutes,"Approximate Completion Time in minutes = Untimed, approx. 25",ok,yes,no,"The SHL Occupational Personality Questionnaire, the OPQ32, is one of the most widely used and respected measures of workplace behavioural style in the world. It sets a high standard of measurement excellence, providing HR professionals and business managers with relevant and accurate information to make fast and well-informed people decisions. The OPQ32 provides a clear framework for understanding the impact of personality on job performance. It is internationally recognised for its accuracy of assessment. Over 90 independent validation studies have been conducted on the OPQ over a period of 25 years, across 20 countries and 40 industries, providing concrete evidence of its power to predict performance in the workplace.",['Personality & Behavior']
4116,Operations Management (New),https://www.shl.com/products/product-catalog/view/operations-management-new/,2026-05-08T11:09:54.784398+00:00,"['Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']","Manager, Mid-Professional, Professional Individual Contributor, Supervisor,",['English (USA)'],"English (USA),",7 minutes,Approximate Completion Time in minutes = 7,ok,yes,no,"Multi-choice test that measures the knowledge of planning, product design and development, quality management and supply chain management.",['Knowledge & Skills']
727,OPQ Candidate Plus Report,https://www.shl.com/products/product-catalog/view/opq-candidate-plus-report/,2026-05-08T11:10:03.223181+00:00,"['Director', 'Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']","Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","['Finnish', 'English International']","Finnish, English International,",,,ok,yes,no,A brief narrative OPQ (Occupational Personality Questionnaire) report designed to be given to the individual who completed the OPQ.,['Personality & Behavior']
4298,OPQ Candidate Report 2.0,https://www.shl.com/products/product-catalog/view/opq-candidate-report-2-0/,2026-05-08T10:56:51.584526+00:00,[],,[],,,,ok,yes,no,A brief narrative OPQ (Occupational Personality Questionnaire) report structure around 3 OPQ profile sections which can be given to candidates to keep after a feedback session,['Personality & Behavior']
748,OPQ Emotional Intelligence Report,https://www.shl.com/products/product-catalog/view/opq-emotional-intelligence-report/,2026-05-08T10:57:00.420304+00:00,"['Director', 'Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']","Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","['Portuguese (Brazil)', 'Danish', 'Dutch', 'Finnish', 'French (Canada)', 'French', 'Latin American Spanish', 'Portuguese', 'Swedish', 'English International', 'English (USA)']","Portuguese (Brazil), Danish, Dutch, Finnish, French (Canada), French, Latin American Spanish, Portuguese, Swedish, English International, English (USA),",,,ok,yes,no,This OPQ (Occupational Personality Questionnaire) report explores how a person manages feelings and relationships with other people.  It is intended for use in a development setting.,['Personality & Behavior']
749,OPQ Leadership Report,https://www.shl.com/products/product-catalog/view/opq-leadership-report/,2026-05-08T10:57:06.790575+00:00,"['Director', 'Executive', 'Manager', 'Mid-Professional', 'Professional Individual Contributor']","Director, Executive, Manager, Mid-Professional, Professional Individual Contributor,","['Dutch', 'English International', 'English (USA)', 'Romanian', 'Portuguese', 'French', 'German', 'Swedish', 'Chinese Simplified', 'Portuguese (Brazil)', 'Japanese', 'Polish', 'Russian', 'Latin American Spanish']","Dutch, English International, English (USA), Romanian, Portuguese, French, German, Swedish, Chinese Simplified, Portuguese (Brazil), Japanese, Polish, Russian, Latin American Spanish,",,,ok,yes,no,"This OPQ (Occupational Personality Questionnaire) report provides a detailed analysis of an individual's leadership potential.  It is based on SHL's leading edge Leadership Model, providing a competency based approach to leadership.",['Personality & Behavior']
750,OPQ Manager Plus Report,https://www.shl.com/products/product-catalog/view/opq-manager-plus-report/,2026-05-08T10:57:15.593685+00:00,"['Director', 'Entry-Level', 'Executive', 'Front Line Manager', 'Manager', 'Mid-Professional', 'Professional Individual Contributor']","Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","['Romanian', 'Czech', 'Serbian', 'Portuguese (Brazil)', 'Spanish', 'Chinese Traditional', 'Danish', 'Dutch', 'Finnish', 'French (Canada)', 'French', 'German', 'Greek', 'Hungarian', 'Icelandic', 'Indonesian', 'Italian', 'Japanese', 'Korean', 'Latin American Spanish', 'Norwegian', 'Polish', 'Portuguese', 'Russian', 'Chinese Simplified', 'Swedish', 'Thai', 'Turkish', 'English International', 'English (USA)']","Romanian, Czech, Serbian, Portuguese (Brazil), Spanish, Chinese Traditional, Danish, Dutch, Finnish, French (Canada), French, German, Greek, Hungarian, Icelandic, Indonesian, Italian, Japanese, Korean, Latin American Spanish, Norwegian, Polish, Portuguese, Russian, Chinese Simplified, Swedish, Thai, Turkish, English International, English (USA),",,,ok,yes,no,"This concise OPQ (Occupational Personality Questionnaire) report is designed for use with and by managers.  It uses clear succinct bullets and tables for ease of interpretation.  It provide simple comments on each of the personality traits.
Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example.
Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms.",['Personality & Behavior']
4300,OPQ Manager Plus Report 2.0,https://www.shl.com/products/product-catalog/view/opq-manager-plus-report-2-0/,2026-05-08T10:57:22.690690+00:00,"['Supervisor', 'Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Director', 'Entry-Level']","Supervisor, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Director, Entry-Level,",[],,,,ok,yes,no,This concise OPQ (Occupational Personality Questionnaire) report is designed for use with and by managers. It uses clear succinct bullets and tables for ease of interpretation. It provides simple comments on each of the personality traits.,['Personality & Behavior']
752,OPQ Maximising your Learning Report,https://www.shl.com/products/product-catalog/view/opq-maximising-your-learning-report/,2026-05-08T10:57:29.227201+00:00,"['Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor', 'Director']","Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director,","['Danish', 'Dutch', 'Portuguese', 'Swedish', 'English International']","Danish, Dutch, Portuguese, Swedish, English International,",,,ok,yes,no,This OPQ (Occupational Personality Questionnaire) report is designed to help people get the most from their development.  It summarises the preferred approach to learning across four dimensions.,['Personality & Behavior']
754,OPQ MQ Sales Report,https://www.shl.com/products/product-catalog/view/opq-mq-sales-report/,2026-05-08T10:57:35.453951+00:00,"['Director', 'Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']","Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","['Portuguese (Brazil)', 'Spanish', 'Danish', 'Dutch', 'Finnish', 'French (Canada)', 'French', 'German', 'Greek', 'Hungarian', 'Icelandic', 'Indonesian', 'Italian', 'Japanese', 'Korean', 'Latin American Spanish', 'Norwegian', 'Polish', 'Russian', 'Chinese Simplified', 'Swedish', 'Thai', 'Turkish', 'English International', 'English (USA)', 'Chinese Traditional', 'Portuguese', 'Romanian']","Portuguese (Brazil), Spanish, Danish, Dutch, Finnish, French (Canada), French, German, Greek, Hungarian, Icelandic, Indonesian, Italian, Japanese, Korean, Latin American Spanish, Norwegian, Polish, Russian, Chinese Simplified, Swedish, Thai, Turkish, English International, English (USA), Chinese Traditional, Portuguese, Romanian,",,,ok,yes,no,"This OPQ (Occupational Personality Questionnaire) report provides a graphical and narrative summary of an individual's natural style that is critical to sales success. It can also, optionally, use input from the SHL Motivation Questionnaire (MQ) to add information about the sales motivators and drives of an individual. 
Note: updated versions of Turkish, Hungarian and Indonesian Sales Report were launched on 01 July 2013.
Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example.
Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms.",['Personality & Behavior']
753,OPQ Premium Plus Report,https://www.shl.com/products/product-catalog/view/opq-premium-plus-report/,2026-05-08T10:57:41.900082+00:00,"['Supervisor', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Director', 'Executive']","Supervisor, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Director, Executive,",['English International'],"English International,",,,ok,yes,no,"This OPQ (Occupational Personality Questionnaire) report contains a selection of reports including OPQ profile, user report, manager plus report, candidate plus report, universal competency report, team impact selection report.",['Personality & Behavior']
4307,OPQ Premium Plus Report 2.0,https://www.shl.com/products/product-catalog/view/opq-premium-plus-report-2-0/,2026-05-08T11:10:08.668587+00:00,"['Manager', 'Graduate', 'Mid-Professional', 'Professional Individual Contributor', 'Director', 'General Population', 'Entry-Level', 'Executive', 'Front Line Manager', 'Supervisor']","Manager, Graduate, Mid-Professional, Professional Individual Contributor, Director, General Population, Entry-Level, Executive, Front Line Manager, Supervisor,",[],,,,ok,yes,no,"This OPQ (Occupational Personality Questionnaire) report contains a selection of reports including OPQ profile, user report, manager plus report, candidate plus report, universal competency report, team impact selection report.",['Personality & Behavior']
1050,OPQ Profile Report,https://www.shl.com/products/product-catalog/view/opq-profile-report/,2026-05-08T11:10:15.145943+00:00,"['Director', 'Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']","Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","['Arabic', 'Romanian', 'Slovak', 'Serbian', 'Chinese Simplified', 'Chinese Traditional', 'Danish', 'Flemish', 'Dutch', 'English International', 'Finnish', 'French (Belgium)', 'French (Canada)', 'French', 'German', 'Greek', 'Hungarian', 'Icelandic', 'Indonesian', 'Italian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese (Brazil)', 'Portuguese', 'Russian', 'Latin American Spanish', 'Spanish', 'Swedish', 'Thai', 'Turkish', 'English (USA)', 'Czech', 'Estonian', 'Latvian', 'Lithuanian']","Arabic, Romanian, Slovak, Serbian, Chinese Simplified, Chinese Traditional, Danish, Flemish, Dutch, English International, Finnish, French (Belgium), French (Canada), French, German, Greek, Hungarian, Icelandic, Indonesian, Italian, Japanese, Korean, Norwegian, Polish, Portuguese (Brazil), Portuguese, Russian, Latin American Spanish, Spanish, Swedish, Thai, Turkish, English (USA), Czech, Estonian, Latvian, Lithuanian,",,,ok,yes,no,"This is a graphical profile charts presenting results across the 32 OPQ scales. It is designed to be interpreted by OPQ trained users only.
Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example.
Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms.",['Personality & Behavior']
